eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,mx_origML,mx_origType,mx_revML,pref_mw
913746,,1916,1,1,13,20,48,,152.626,-4.756,,,,35,,7.96,,MW,,,,7.96
913750,,1916,1,13,8,20,47,,135.676,-3.076,,,,25,,7.66,,MW,,,,7.66
913751,,1916,1,13,10,51,11,,135.968,-1.916,,,,35,,6.41,,MW,,,,6.41
913764,,1916,2,14,10,1,46,,126.465,3.544,,,,70,,6.44,,MW,,,,6.44
913786,,1916,4,15,12,31,43,,102.597,-4.338,,,,35,,6.71,,MW,,,,6.71
913829,,1916,7,27,11,52,28,,97.963,3.175,,,,15,,6.09,,MW,,,,6.09
913832,,1916,8,3,1,30,5,,144.402,-7.186,,,,35,,6.96,,MW,,,,6.96
913844,,1916,9,3,7,13,37,,154.175,-7.245,,,,35,,6.45,,MW,,,,6.45
16958304,,1916,9,11,6,30,37,,112.366,-8.769,,,,65,,6.62,,MW,,,,6.62
913877,,1916,12,26,20,10,33,,139.473,-1.542,,,,35,,6.27,,MW,,,,6.27
913396,,1917,1,20,23,11,44,,115.198,-8.492,,,,15,,6.54,,MW,,,,6.54
913447,,1917,4,16,18,45,11,,99.524,-1.848,,,,35,,6.02,,MW,,,,6.02
913520,,1917,6,3,14,34,39,,122.586,-2.896,,,,35,,6.14,,MW,,,,6.14
913582,,1917,7,27,23,36,15,,141.324,-4.921,,,,35,,6.6,,MW,,,,6.6
913586,,1917,7,29,21,52,31,,141.729,-3.705,,,,35,,7.45,,MW,,,,7.45
913591,,1917,7,30,13,50,23,,139.575,-4.885,,,,35,,5.95,,MW,,,,5.95
913592,,1917,7,30,16,22,44,,139.107,-2.876,,,,35,,6.15,,MW,,,,6.15
913681,,1917,10,29,20,36,16,,152.949,-5.995,,,,15,,6.33,,MW,,,,6.33
913684,,1917,11,4,12,3,34,,96.513,2.705,,,,15,,6.93,,MW,,,,6.93
913040,,1918,1,21,19,45,30,,134.11,-0.197,,,,25,,6.39,,MW,,,,6.39
913064,,1918,2,12,3,0,34,,96.847,0.26,,,,15,,6.18,,MW,,,,6.18
913071,,1918,2,13,2,31,43,,102.903,-5.561,,,,25,,6.35,,MW,,,,6.35
913148,,1918,5,20,18,3,40,,153.171,-2.268,,,,15,,6.97,,MW,,,,6.97
913160,,1918,6,4,4,3,34,,146.157,-6.45,,,,15,,6.46,,MW,,,,6.46
913172,,1918,6,16,5,11,8,,156.791,-7.754,,,,15,,6.35,,MW,,,,6.35
913192,,1918,7,3,6,52,8,,143.573,-3.094,,,,15,,7.58,,MW,,,,7.58
913206,,1918,7,21,6,9,45,,155.525,-7.337,,,,20,,6.69,,MW,,,,6.69
913246,,1918,8,23,6,36,44,,164.917,-10.783,,,,15,,6.84,,MW,,,,6.84
913251,,1918,8,31,21,53,52,,109.879,-9.4,,,,35,,6.23,,MW,,,,6.23
913253,,1918,9,2,14,14,56,,146.265,-3.029,,,,15,,6.27,,MW,,,,6.27
913286,,1918,9,22,9,55,0,,100.09,-1.457,,,,35,,6.51,,MW,,,,6.51
913317,,1918,10,16,20,4,54,,123.376,-9.082,,,,35,,6.46,,MW,,,,6.46
913329,,1918,10,27,15,27,16,,161.452,-10.58,,,,35,,6.83,,MW,,,,6.83
913330,,1918,10,27,17,6,40,,149.511,-1.505,,,,15,,7.24,,MW,,,,7.24
913349,,1918,11,23,22,57,42,,129.109,-6.794,,,,15,,6.75,,MW,,,,6.75
912748,,1919,3,21,16,1,50,,153.888,-6.743,,,,15,,6.31,,MW,,,,6.31
912756,,1919,4,2,0,34,59,,104.489,-5.493,,,,20,,6.35,,MW,,,,6.35
912783,,1919,5,6,19,41,13,,153.859,-4.806,,,,35,,8.15,,MW,,,,8.15
912906,,1919,8,29,5,44,3,,127.391,-3.028,,,,15,,7,,MW,,,,7
912979,,1919,10,12,21,48,27,,101.465,-4.296,,,,25,,6.54,,MW,,,,6.54
913004,,1919,11,18,3,58,39,,131.814,-6.711,,,,35,,6.74,,MW,,,,6.74
912404,,1920,1,14,14,38,25,,151.501,-5.883,,,,15,,6.22,,MW,,,,6.22
912419,,1920,2,2,11,22,24,,152.017,-4.967,,,,35,,7.81,,MW,,,,7.81
912458,,1920,3,17,18,37,5,,95.56,1.587,,,,15,,6.24,,MW,,,,6.24
912486,,1920,5,7,21,31,16,,156.406,-9.365,,,,15,,6.98,,MW,,,,6.98
912496,,1920,5,19,3,10,53,,119.305,2.511,,,,35,,6.26,,MW,,,,6.26
912525,,1920,6,9,11,30,39,,129.637,-4.885,,,,15,,6.96,,MW,,,,6.96
912549,,1920,7,2,21,36,47,,130.046,-4.367,,,,15,,6.39,,MW,,,,6.39
912686,,1920,12,13,3,43,4,,154.52,-9.074,,,,15,,6.45,,MW,,,,6.45
912141,,1921,1,7,2,51,28,,140.13,-51.349,,,,10,,6.35,,MW,,,,6.35
912166,,1921,2,19,14,33,48,,133.85,-0.853,,,,15,,6.35,,MW,,,,6.35
912167,,1921,2,19,18,14,43,,139.103,-2.077,,,,25,,6.75,,MW,,,,6.75
912175,,1921,3,3,8,20,17,,102.994,-6.464,,,,15,,6.49,,MW,,,,6.49
912187,,1921,3,23,22,44,14,,129.905,-5.771,,,,15,,6.51,,MW,,,,6.51
912197,,1921,4,1,4,6,44,,98.164,1.795,,,,35,,6.71,,MW,,,,6.71
912198,,1921,4,1,12,0,43,,164.797,-11.656,,,,35,,6.47,,MW,,,,6.47
912221,,1921,5,12,3,40,22,,154.11,-5.791,,,,35,,6.4,,MW,,,,6.4
912226,,1921,5,14,11,17,55,,118.938,0.677,,,,35,,6.52,,MW,,,,6.52
912309,,1921,9,11,4,1,45,,110.653,-10.046,,,,15,,7.58,,MW,,,,7.58
912337,,1921,10,10,2,6,8,,138.69,-3.048,,,,35,,6.76,,MW,,,,6.76
911802,,1922,1,19,21,59,4,,141.173,-7.629,,,,15,,6.88,,MW,,,,6.88
911855,,1922,4,5,9,59,33,,137.403,-1.388,,,,25,,6.89,,MW,,,,6.89
911860,,1922,4,8,3,32,58,,102.26,-5.32,,,,30,,6.16,,MW,,,,6.16
911893,,1922,5,9,13,50,30,,118.683,-9.272,,,,35,,6.98,,MW,,,,6.98
911295,,1923,2,23,5,51,59,,123.167,-0.631,,,,35,,6.44,,MW,,,,6.44
911324,,1923,3,28,4,28,30,,124.019,-8.376,,,,35,,6.57,,MW,,,,6.57
911334,,1923,4,19,3,9,13,,117.432,2.536,,,,35,,6.81,,MW,,,,6.81
911366,,1923,5,12,1,20,9,,105.265,-6.904,,,,25,,6.45,,MW,,,,6.45
911641,,1923,9,16,16,34,47,,139.054,-2.481,,,,35,,6.51,,MW,,,,6.51
911676,,1923,10,7,3,29,38,,129.554,-1.211,,,,15,,7.41,,MW,,,,7.41
911692,,1923,10,15,7,32,9,,119.62,-9.941,,,,15,,6.34,,MW,,,,6.34
911715,,1923,11,4,0,4,33,,152.852,-4.564,,,,35,,6.97,,MW,,,,6.97
911718,,1923,11,4,20,3,4,,155.051,-4.891,,,,15,,6.06,,MW,,,,6.06
911766,,1923,12,5,22,35,10,,121.004,-1.401,,,,35,,6.56,,MW,,,,6.56
910833,,1924,2,13,22,50,18,,121.254,-3.065,,,,35,,6.59,,MW,,,,6.59
910909,,1924,4,13,13,48,5,,117.51,0.701,,,,35,,6.2,,MW,,,,6.2
910934,,1924,5,3,11,19,37,,126.604,0.31,,,,35,,5.85,,MW,,,,5.85
910958,,1924,5,17,5,16,7,,132.914,-2.394,,,,15,,6.44,,MW,,,,6.44
910967,,1924,5,24,2,15,56,,146.018,-3.36,,,,15,,6.23,,MW,,,,6.23
911021,,1924,7,8,20,43,21,,157.683,-5.513,,,,15,,5.92,,MW,,,,5.92
911040,,1924,7,24,4,55,19,,159.224,-49.382,,,,15,,7.14,,MW,,,,7.14
911225,,1924,12,12,23,44,51,,110.336,-11.754,,,,15,,6.45,,MW,,,,6.45
910407,,1925,3,15,15,41,28,,119.65,-11.002,,,,15,,6.1,,MW,,,,6.1
910424,,1925,3,22,14,5,38,,138.398,-2.194,,,,15,,6.01,,MW,,,,6.01
910459,,1925,4,22,23,10,42,,128.752,-1.002,,,,15,,6.16,,MW,,,,6.16
910473,,1925,5,3,17,21,45,,126.301,1.196,,,,15,,7.13,,MW,,,,7.13
910532,,1925,6,9,13,40,23,,143.472,-4.013,,,,25,,7.05,,MW,,,,7.05
910535,,1925,6,11,15,56,52,,140.344,-3.082,,,,35,,6,,MW,,,,6
910612,,1925,7,17,21,8,1,,136.911,-2.93,,,,35,,6.04,,MW,,,,6.04
910692,,1925,9,25,8,45,17,,102.646,-6.917,,,,15,,6.06,,MW,,,,6.06
910715,,1925,10,18,8,26,1,,126.408,4.8,,,,35,,5.97,,MW,,,,5.97
910720,,1925,10,22,17,1,43,,102.764,-5.551,,,,35,,6.65,,MW,,,,6.65
910721,,1925,10,23,1,47,32,,114.128,-11.127,,,,15,,6.18,,MW,,,,6.18
910726,,1925,10,30,14,41,46,,160.708,-9.824,,,,15,,6.38,,MW,,,,6.38
910733,,1925,11,10,13,50,35,,130.803,-0.585,,,,15,,7.27,,MW,,,,7.27
910789,,1925,12,29,16,4,19,,120.268,-1.453,,,,25,,6.45,,MW,,,,6.45
909720,,1926,1,25,0,36,25,,159.215,-10.061,,,,15,,7.48,,MW,,,,7.48
909755,,1926,3,4,9,30,56,,127.701,4.766,,,,15,,6.53,,MW,,,,6.53
909776,,1926,3,19,19,3,35,,128.69,-4.178,,,,35,,5.73,,MW,,,,5.73
909784,,1926,3,22,18,29,9,,150.317,-6.964,,,,15,,6.28,,MW,,,,6.28
909794,,1926,3,27,10,48,38,,157.328,-8.962,,,,15,,7.06,,MW,,,,7.06
909807,,1926,4,8,10,20,33,,147.857,-3.585,,,,25,,6.3,,MW,,,,6.3
909810,,1926,4,12,8,32,31,,161.701,-10.324,,,,15,,7.3,,MW,,,,7.3
909835,,1926,5,11,12,1,31,,98.596,-4.93,,,,15,,5.86,,MW,,,,5.86
909840,,1926,5,17,17,18,5,,159.871,-9.563,,,,15,,5.84,,MW,,,,5.84
909897,,1926,6,28,3,23,27,,101.413,0.057,,,,15,,6.58,,MW,,,,6.58
909898,,1926,6,28,6,15,49,,100.025,-0.613,,,,35,,6.4,,MW,,,,6.4
909912,,1926,7,1,14,9,2,,101.294,-2.988,,,,25,,6.68,,MW,,,,6.68
909927,,1926,7,10,1,17,7,,128.95,-3.658,,,,35,,5.85,,MW,,,,5.85
909928,,1926,7,10,10,51,11,,126.024,0.57,,,,15,,6.61,,MW,,,,6.61
909944,,1926,7,16,2,4,46,,146.548,-6.246,,,,35,,6.34,,MW,,,,6.34
909953,,1926,7,25,4,52,59,,144.29,-50.62,,,,10,,6.29,,MW,,,,6.29
909968,,1926,8,3,10,32,7,,126.353,-2.732,,,,15,,6.74,,MW,,,,6.74
909969,,1926,8,3,19,41,22,,97.863,0.368,,,,35,,5.97,,MW,,,,5.97
910067,,1926,8,19,13,51,32,,147.33,-4.372,,,,15,,6.35,,MW,,,,6.35
910089,,1926,9,6,15,9,58,,165.687,-12.005,,,,15,,6.13,,MW,,,,6.13
910090,,1926,9,7,12,23,4,,145.522,-5.471,,,,35,,6.6,,MW,,,,6.6
910100,,1926,9,10,10,34,27,,110.557,-9.145,,,,35,,7.11,,MW,,,,7.11
910105,,1926,9,15,11,29,54,,140.397,-4.506,,,,35,,6.04,,MW,,,,6.04
910106,,1926,9,15,11,55,23,,141.371,-3.277,,,,35,,6.13,,MW,,,,6.13
910121,,1926,9,23,18,31,59,,96.347,2.619,,,,35,,5.77,,MW,,,,5.77
910126,,1926,9,28,15,55,14,,120.939,-8.093,,,,15,,5.83,,MW,,,,5.83
910129,,1926,9,29,3,58,59,,143.257,2.765,,,,15,,5.77,,MW,,,,5.77
910139,,1926,10,3,19,38,3,,159.544,-50.294,,,,10,,7.47,,MW,,,,7.47
910190,,1926,10,26,1,59,17,,133.133,-3.1,,,,15,,5.9,,MW,,,,5.9
910191,,1926,10,26,3,44,45,,139.199,-2.903,,,,35,,7.55,,MW,,,,7.55
910193,,1926,10,26,8,35,15,,139.811,-2.437,,,,35,,6.25,,MW,,,,6.25
910195,,1926,10,26,23,43,34,,137.73,-3.039,,,,35,,5.9,,MW,,,,5.9
910197,,1926,10,27,9,21,47,,141.763,-1.664,,,,35,,5.64,,MW,,,,5.64
910200,,1926,10,27,19,57,17,,140.26,-3.185,,,,35,,5.79,,MW,,,,5.79
910201,,1926,10,28,1,0,38,,140.936,-1.976,,,,15,,6.02,,MW,,,,6.02
910203,,1926,10,29,0,2,41,,142.076,-0.83,,,,35,,6.3,,MW,,,,6.3
910215,,1926,11,2,16,4,8,,133.264,-3.746,,,,15,,5.86,,MW,,,,5.86
910228,,1926,11,7,16,1,46,,144.441,-0.079,,,,15,,5.93,,MW,,,,5.93
910281,,1926,12,14,17,10,34,,120.612,-12.651,,,,15,,6.23,,MW,,,,6.23
910301,,1926,12,25,6,43,24,,142.768,-4.834,,,,35,,6.35,,MW,,,,6.35
909080,,1927,2,1,17,56,35,,155.147,-6.593,,,,35,,6.63,,MW,,,,6.63
909103,,1927,2,18,22,56,22,,125.924,4.788,,,,35,,5.96,,MW,,,,5.96
909108,,1927,2,21,12,25,11,,121.893,-0.801,,,,35,,6.01,,MW,,,,6.01
909124,,1927,3,3,1,5,10,,122.066,-6.604,,,,15,,7.02,,MW,,,,7.02
909160,,1927,3,22,7,31,45,,118.459,-21.558,,,,15,,5.96,,MW,,,,5.96
909232,,1927,5,2,12,34,19,,153.124,-4.386,,,,35,,5.91,,MW,,,,5.91
909234,,1927,5,3,13,40,57,,151.042,-6.065,,,,35,,6.1,,MW,,,,6.1
909239,,1927,5,10,6,3,54,,99.357,-1.903,,,,25,,5.81,,MW,,,,5.81
909244,,1927,5,11,1,18,59,,145.673,-0.476,,,,35,,5.95,,MW,,,,5.95
909248,,1927,5,13,23,9,18,,143.235,-2.804,,,,35,,6.16,,MW,,,,6.16
909316,,1927,6,3,7,12,8,,130.387,-6.721,,,,35,,7.49,,MW,,,,7.49
909338,,1927,6,14,17,16,58,,140.177,-50.619,,,,10,,6.42,,MW,,,,6.42
909376,,1927,7,10,4,0,10,,164.611,-15.584,,,,15,,5.78,,MW,,,,5.78
909426,,1927,8,4,15,47,55,,123,-1.404,,,,25,,6.22,,MW,,,,6.22
909439,,1927,8,8,18,43,55,,118.382,1.758,,,,35,,5.69,,MW,,,,5.69
909442,,1927,8,10,11,36,12,,131.734,-0.587,,,,15,,7.06,,MW,,,,7.06
909476,,1927,8,25,16,52,40,,125.768,3.218,,,,15,,5.62,,MW,,,,5.62
909495,,1927,9,7,19,57,11,,146.345,-54.981,,,,10,,6.14,,MW,,,,6.14
909497,,1927,9,8,17,10,48,,150.003,-6.548,,,,15,,5.99,,MW,,,,5.99
909499,,1927,9,8,23,22,48,,107.351,-8.126,,,,35,,5.77,,MW,,,,5.77
909520,,1927,9,17,0,45,19,,134.714,-2.827,,,,35,,5.79,,MW,,,,5.79
909525,,1927,9,19,8,30,29,,150.337,-5.698,,,,35,,6.02,,MW,,,,6.02
909590,,1927,10,27,7,31,34,,127.158,-15.28,,,,15,,5.75,,MW,,,,5.75
909602,,1927,11,2,21,6,16,,103.964,-5.827,,,,35,,6,,MW,,,,6
909616,,1927,11,9,1,5,8,,146.98,-3.452,,,,35,,5.91,,MW,,,,5.91
909632,,1927,11,17,13,45,27,,139.637,-3.838,,,,35,,5.66,,MW,,,,5.66
909645,,1927,11,20,17,14,48,,120.307,1.356,,,,15,,5.49,,MW,,,,5.49
909657,,1927,12,1,4,37,24,,120.751,-0.881,,,,20,,6.21,,MW,,,,6.21
909672,,1927,12,11,17,25,37,,124.542,-1.444,,,,35,,6.08,,MW,,,,6.08
909677,,1927,12,15,16,12,8,,138.247,-2.021,,,,35,,5.75,,MW,,,,5.75
909697,,1927,12,31,23,13,32,,140.555,-49.462,,,,10,,5.98,,MW,,,,5.98
908473,,1928,1,26,21,51,32,,95.903,-4.969,,,,15,,6.35,,MW,,,,6.35
908480,,1928,2,4,6,8,36,,146.225,-3.825,,,,35,,6.38,,MW,,,,6.38
908495,,1928,2,13,16,35,3,,123.846,-8.295,,,,15,,5.81,,MW,,,,5.81
908527,,1928,3,9,10,53,30,,128.042,3.951,,,,35,,5.91,,MW,,,,5.91
908536,,1928,3,13,18,31,52,,153.417,-5.038,,,,75,,6.54,,MW,,,,6.54
908560,,1928,3,26,5,26,25,,125.355,1.019,,,,35,,6.26,,MW,,,,6.26
908567,,1928,3,27,14,37,29,,113.718,-9.751,,,,35,,5.86,,MW,,,,5.86
908688,,1928,5,22,13,23,6,,127.685,-8.931,,,,15,,5.62,,MW,,,,5.62
908748,,1928,6,18,12,59,15,,125.384,-8.824,,,,35,,5.8,,MW,,,,5.8
908750,,1928,6,18,21,56,43,,129.176,2.121,,,,15,,5.74,,MW,,,,5.74
908761,,1928,6,29,19,39,52,,127.133,4.351,,,,25,,5.97,,MW,,,,5.97
908780,,1928,7,9,21,23,33,,160.418,-9.888,,,,15,,6.66,,MW,,,,6.66
908797,,1928,7,21,2,40,7,,120.118,-3.987,,,,35,,5.75,,MW,,,,5.75
908799,,1928,7,23,7,41,6,,163.236,-49.74,,,,10,,6.02,,MW,,,,6.02
908800,,1928,7,26,12,15,13,,119.149,-9.77,,,,35,,5.69,,MW,,,,5.69
908827,,1928,8,12,8,8,41,,126.962,1.908,,,,15,,6.12,,MW,,,,6.12
908866,,1928,8,28,8,24,0,,147.041,-6.634,,,,15,,5.79,,MW,,,,5.79
908888,,1928,9,13,3,26,27,,126.011,1.927,,,,35,,6.41,,MW,,,,6.41
908904,,1928,9,22,7,31,29,,165.842,-12.702,,,,15,,6.94,,MW,,,,6.94
908909,,1928,9,24,9,12,33,,125.423,0.206,,,,35,,5.58,,MW,,,,5.58
908921,,1928,10,9,14,37,5,,164.145,-15.837,,,,15,,5.62,,MW,,,,5.62
908930,,1928,10,15,8,31,0,,150.671,-3.686,,,,15,,6.25,,MW,,,,6.25
908941,,1928,10,21,16,16,46,,137.625,-3.685,,,,35,,6.07,,MW,,,,6.07
908959,,1928,11,9,11,3,12,,154.134,-6.298,,,,15,,5.71,,MW,,,,5.71
908964,,1928,11,15,7,37,20,,132.516,2.086,,,,35,,5.69,,MW,,,,5.69
908980,,1928,11,28,10,43,12,,120.67,-8.696,,,,20,,6.76,,MW,,,,6.76
908999,,1928,12,7,9,14,6,,133.84,-4.133,,,,15,,6.62,,MW,,,,6.62
909005,,1928,12,9,5,5,30,,157.823,-9.065,,,,15,,6.2,,MW,,,,6.2
909007,,1928,12,10,4,33,46,,97.736,2.634,,,,35,,5.88,,MW,,,,5.88
907852,,1929,1,11,13,37,19,,155.504,-4.864,,,,15,,5.79,,MW,,,,5.79
907866,,1929,1,20,14,54,16,,128.312,1.236,,,,35,,5.96,,MW,,,,5.96
907868,,1929,1,21,4,55,37,,139.935,-51.335,,,,10,,6.13,,MW,,,,6.13
907885,,1929,2,2,14,42,10,,133.242,-3.235,,,,15,,5.91,,MW,,,,5.91
907919,,1929,2,28,0,13,0,,123.427,0.891,,,,35,,5.55,,MW,,,,5.55
907932,,1929,3,7,11,6,34,,102.572,-6.487,,,,25,,5.77,,MW,,,,5.77
907952,,1929,3,18,1,43,12,,138.958,-1.723,,,,15,,5.72,,MW,,,,5.72
907961,,1929,3,23,19,59,47,,130.009,-0.391,,,,15,,6.04,,MW,,,,6.04
907987,,1929,3,31,5,24,53,,144.264,-2.506,,,,35,,6.07,,MW,,,,6.07
908062,,1929,5,6,5,8,47,,132.262,-5.278,,,,35,,6.17,,MW,,,,6.17
908065,,1929,5,7,16,35,20,,136.397,-2.58,,,,25,,6.51,,MW,,,,6.51
908100,,1929,5,26,8,42,28,,128.673,-3.435,,,,15,,6,,MW,,,,6
908122,,1929,6,6,15,43,29,,140.341,-1.736,,,,15,,5.94,,MW,,,,5.94
908158,,1929,6,20,18,22,33,,112.944,-8.896,,,,35,,5.84,,MW,,,,5.84
908182,,1929,7,3,17,53,27,,154.596,-5.089,,,,15,,5.85,,MW,,,,5.85
908227,,1929,7,23,14,45,37,,128.19,4.498,,,,15,,5.68,,MW,,,,5.68
908304,,1929,9,9,3,28,26,,98.546,1.874,,,,15,,5.65,,MW,,,,5.65
908385,,1929,11,13,0,34,26,,125.302,2.675,,,,15,,6.07,,MW,,,,6.07
908388,,1929,11,14,20,43,28,,121.945,-1.145,,,,35,,5.61,,MW,,,,5.61
908400,,1929,11,23,0,1,50,,137.146,-4.585,,,,35,,6.35,,MW,,,,6.35
908401,,1929,12,3,7,35,21,,135.573,-3.244,,,,35,,5.95,,MW,,,,5.95
908418,,1929,12,16,11,25,44,,151.811,-4.437,,,,35,,6.23,,MW,,,,6.23
908422,,1929,12,17,21,27,12,,163.374,-5.857,,,,15,,6.05,,MW,,,,6.05
908432,,1929,12,27,13,32,7,,124.86,-1.775,,,,35,,5.64,,MW,,,,5.64
908434,,1929,12,28,11,28,37,,143.586,-54.692,,,,10,,6.13,,MW,,,,6.13
907218,,1930,2,7,16,34,22,,98.975,-2.754,,,,15,,5.78,,MW,,,,5.78
907236,,1930,2,24,20,50,30,,121.814,-0.489,,,,35,,5.89,,MW,,,,5.89
907275,,1930,3,15,3,56,38,,127.207,2.817,,,,35,,5.69,,MW,,,,5.69
907276,,1930,3,15,6,54,50,,105.861,-9.122,,,,15,,5.85,,MW,,,,5.85
907286,,1930,3,26,7,12,7,,125.783,-7.76,,,,10,,6.89,,MW,,,,6.89
907303,,1930,4,2,4,14,28,,125.589,3.779,,,,15,,5.74,,MW,,,,5.74
907304,,1930,4,2,19,54,50,,127.083,4.398,,,,35,,5.84,,MW,,,,5.84
907308,,1930,4,4,9,25,0,,159.812,-10.153,,,,15,,5.87,,MW,,,,5.87
907316,,1930,4,15,10,31,52,,132.181,-3.3,,,,15,,5.83,,MW,,,,5.83
