  Wickepin,       6.7,     -32.7,     117.5,0.000603188053204235
  Wivenhoe,       5.3,     -27.3,     152.7,0.0003519811262
Wollongong,       5.7,     -34.3,     150.9,0.00043469401525
Wongan_Hills,       4.7,     -30.9,     116.7,0.000553621681
   Woomera,       4.7,     -31.3,     136.9,0.0001859437154
   Wyndham,       5.3,     -15.5,     128.1,0.0003478881288
      York,       6.3,     -31.9,     116.7,0.000658955929091
    Yulara,       5.3,     -25.3,     130.9,0.000358685213800000
   Bunbury,       5.3,     -33.3,     115.7,0.0002599761788
    Gawler,       6.7,     -34.3,     138.5,0.000933517366501449
    Hawker,       5.1,     -31.9,     138.3,0.000478518129600000
     Kimba,       4.9,     -33.1,     136.5,0.0006493171846
  Pakenham,       5.7,     -38.1,     145.5,0.00022770545786
 Frankston,       7.3,     -38.1,     145.1,0.000531696913974759
 Leongatha,       6.9,     -38.5,     145.9,0.001372615928944389
      Sale,       7.1,     -38.1,     147.1,0.00076301578280992
  Warragul,       5.5,     -38.1,     145.9,0.000145715799999999
   Exmouth,       7.3,     -21.9,     114.1,0.00051830180403351
    Denham,       5.7,     -25.9,     113.5,0.000459963981566000
    Newman,       4.9,     -23.3,     119.7,0.000119501909917999
 Kununurra,       5.3,     -15.7,     128.7,0.000385258443
 Busselton,       4.9,     -33.7,     115.3,0.000177387492300000
Margaret_River,       5.7,     -33.9,     115.1,0.0002744601697348
Coolgardie,       4.7,     -30.9,     121.3,0.000550511776000000
Quairading,       5.5,     -32.1,     117.3,0.000517821096199999
 Jamestown,       5.7,     -33.3,     138.7,0.000521410113770600
Peterborough,       5.5,     -32.9,     138.9,0.0004127534462
Leigh_Creek,       5.5,     -30.5,     138.5,0.000364005284099999
  Heyfield,       6.7,     -38.1,     146.9,0.000192566198983000
